Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year
Pursuit Force: Extreme Justice,True,1,True,True,Action-Racing / Driving,True,Sony,True,73,0.05,14.95,Sony PSP,E,True,2007
Medal of Honor: Vanguard,True,1,True,True,Action,True,EA,True,56,0.05,17.95,Nintendo Wii,T,True,2007
World Series of Poker 2008: Battle for the Brac...,True,1,True,True,Simulation,True,Activision,True,74,0.05,19.95,X360,E,True,2007
Pro Evolution Soccer 2008,True,7,True,True,Sports,True,Konami,True,74,0.04,17.95,PlayStation 3,E,True,2007
Worms: Open Warfare 2,True,4,True,True,Action-Strategy,True,THQ,True,80,0.04,17.95,Sony PSP,T,True,2007
Surf's Up,True,4,True,True,Sports,True,Ubisoft,True,59,0.04,17.95,PlayStation 3,E,True,2007
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,39,0.04,12.95,Nintendo Wii,E,True,2007
Brothers in Arms DS,True,1,True,True,Action,True,Ubisoft,True,72,0.04,17.95,Nintendo DS,E,True,2007
Bubble Bobble Double Shot,True,1,True,True,Action,True,,True,50,0.04,17.95,Nintendo DS,E,True,2007
Fantastic Four: Rise of the Silver Surfer,True,1,True,True,Action,True,2K,True,35,0.04,14.95,Nintendo DS,E,True,2007
Heatseeker,True,1,True,True,Action,True,,True,49,0.04,12.95,Sony PSP,T,True,2007
Manhunt 2,True,1,True,True,Action,True,Rockstar,True,69,0.04,7.95,Sony PSP,T,True,2007
SWAT: Target Liberty,True,1,True,True,Action-Strategy,True,,True,50,0.04,12.95,Sony PSP,E,True,2007
Anubis II,True,1,True,True,Action,True,,True,19,0.04,9.95,Nintendo Wii,M,True,2007
Barnyard,True,1,True,True,Action-Adventure,True,THQ,True,65,0.04,17.95,Nintendo Wii,T,True,2007
Escape from Bug Island,True,1,True,True,Action,True,Eidos,True,37,0.04,14.95,Nintendo Wii,T,True,2007
Octomania,True,1,True,True,Action-Strategy,True,,True,66,0.04,14.95,Nintendo Wii,M,True,2007
UEFA Champions League 2006-2007,True,4,True,True,Sports,True,EA,True,72,0.03,6.95,X360,T,True,2007
Aliens Vs Predator: Requiem,True,2,True,True,Action,True,,True,49,0.03,17.95,Sony PSP,T,True,2007
NBA 08,True,2,True,True,Sports,True,Sony,True,75,0.03,7.95,Sony PSP,E,True,2007
Guilty Gear XX ? Core,True,2,True,True,Action,True,,True,75,0.03,24.95,Nintendo Wii,E,True,2007
Arkanoid DS,True,1,True,True,Strategy,True,SquareEnix,True,61,0.03,16.95,Nintendo DS,E,True,2007
Code Lyoko,True,1,True,True,Action-Adventure,True,,True,63,0.03,11.95,Nintendo DS,T,True,2007
Dynasty Warriors DS: Fighter's Battle,True,1,True,True,Action-Strategy,True,,True,56,0.03,14.95,Nintendo DS,T,True,2007
Orcs & Elves,True,1,True,True,Action-Role-Playing (RPG),True,EA,True,68,0.03,14.95,Nintendo DS,T,True,2007
Prism: Light the Way,True,1,True,True,Action-Strategy,True,Eidos,True,73,0.03,16.95,Nintendo DS,T,True,2007
Dead Head Fred,True,1,True,True,Action,True,,True,75,0.03,12.95,Sony PSP,E,True,2007
Hot Pixel,True,1,True,True,Action,True,Atari,True,55,0.03,8.95,Sony PSP,T,True,2007
The Legend of Heroes III: Song of the Ocean,True,1,True,True,Role-Playing (RPG),True,Namco,True,58,0.03,17.95,Sony PSP,T,True,2007
SEGA Rally Revo,True,1,True,True,Racing / Driving-Simulation,True,Sega,True,74,0.03,16.95,Sony PSP,T,True,2007
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,52,0.03,17.95,Nintendo Wii,T,True,2007
Burnout Dominator,True,4,True,True,Action-Racing / Driving,True,EA,True,76,0.02,17.95,Sony PSP,T,True,2007
Meteos: Disney Magic,True,1,True,True,Strategy,True,Disney,True,74,0.02,12.95,Nintendo DS,T,True,2007
Turn It Around,True,1,True,True,Racing / Driving-Sports,True,,True,39,0.02,9.95,Nintendo DS,E,True,2007
Cube,True,1,True,True,Strategy,True,,True,60,0.02,17.95,Sony PSP,T,True,2007
Dragoneer's Aria,True,1,True,True,Role-Playing (RPG),True,,True,56,0.02,24.95,Sony PSP,E,True,2007
The Fast and the Furious,True,1,True,True,Racing / Driving,True,Namco,True,58,0.02,22.95,Sony PSP,M,True,2007
R-Type Command,True,1,True,True,Strategy,True,,True,69,0.02,14.95,Sony PSP,M,True,2007
Virtua Tennis 3,True,1,True,True,Sports,True,Sega,True,79,0.02,16.95,Sony PSP,M,True,2007
Virtua Tennis 3,True,4,True,True,Sports,True,Sega,True,80,0.01,14.95,X360,T,True,2007
Front Mission,True,1,True,True,Strategy,True,SquareEnix,True,72,0.01,17.95,Nintendo DS,E,True,2007
Lost in Blue 2,True,1,True,True,Role-Playing (RPG),True,Konami,True,58,0.01,17.95,Nintendo DS,T,True,2007
Nervous Brickdown,True,1,True,True,Action,True,,True,70,0.01,17.95,Nintendo DS,E,True,2007
Sea Monsters: A Prehistoric Adventure,True,1,True,True,Action-Educational,True,,True,43,0.01,13.95,Nintendo DS,T,True,2007
After Burner: Black Falcon,True,1,True,True,Action,True,Sega,True,73,0.01,19.95,Sony PSP,M,True,2007
Capcom Puzzle World,True,1,True,True,Strategy,True,Capcom,True,65,0.01,19.95,Sony PSP,M,True,2007
Smash Court Tennis 3,True,1,True,True,Sports,True,Namco,True,68,0.01,19.95,Sony PSP,T,True,2007
UEFA Champions League 2006-2007,True,1,True,True,Sports,True,EA,True,71,0.01,14.95,Sony PSP,T,True,2007
Driver: Parallel Lines,True,1,True,True,Action-Racing / Driving,True,Ubisoft,True,59,0.01,24.95,Nintendo Wii,E,True,2007
Mario Kart Wii,True,4,True,True,Racing / Driving,True,Nintendo,True,82,12.39,29.95,Nintendo Wii,T,True,2008
Grand Theft Auto IV,True,1,True,True,Action-Racing / Driving,True,Rockstar,True,98,5.76,24.95,X360,E,True,2008
Super Smash Bros.: Brawl,True,6,True,True,Action,True,Nintendo,True,93,5.71,39.95,Nintendo Wii,T,True,2008
Call of Duty: World at War,True,4,True,True,Action,True,Activision,True,84,4.58,29.95,X360,E,True,2008
Grand Theft Auto IV,True,1,True,True,Action-Racing / Driving,True,Rockstar,True,98,3.91,24.95,PlayStation 3,E,True,2008
Gears of War 2,True,2,True,True,Action,True,Microsoft,True,93,3.9,24.95,X360,E,True,2008
Pokmon: Platinum Version,True,1,True,True,Adventure-Role-Playing (RPG),True,Nintendo,True,83,2.86,27.95,Nintendo DS,T,True,2008
Metal Gear Solid 4: Guns of the Patriots,True,1,True,True,Action,True,Konami,True,94,2.58,22.95,PlayStation 3,T,True,2008
Fable II,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,89,2.55,17.95,X360,E,True,2008
Call of Duty: World at War,True,4,True,True,Action,True,Activision,True,85,2.53,29.95,PlayStation 3,T,True,2008
Guitar Hero: World Tour,True,4,True,True,Action-Simulation,True,Activision,True,86,2.47,17.95,Nintendo Wii,T,True,2008
LittleBigPlanet,True,4,True,True,Action,True,Sony,True,95,2.46,24.95,PlayStation 3,T,True,2008
Fallout 3,True,1,True,True,Action-Role-Playing (RPG),True,,True,93,2.44,17.95,X360,T,True,2008
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,,True,77,2.42,9.95,X360,M,True,2008
Left 4 Dead,True,2,True,True,Action,True,,True,89,2.39,19.95,X360,M,True,2008
Madden NFL 09,True,4,True,True,Sports,True,EA,True,83,2.33,14.95,X360,T,True,2008
Guitar Hero: On Tour,True,1,True,True,Action-Simulation,True,Activision,True,71,2.22,14.95,Nintendo DS,M,True,2008
Kung Fu Panda,True,4,True,True,Action,True,Activision,True,75,2.04,9.95,X360,E,True,2008
Rock Band 2,True,4,True,True,Action-Simulation,True,,True,92,1.85,19.95,X360,E,True,2008
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,67,1.84,9.95,X360,E,True,2008
Guitar Hero: World Tour,True,4,True,True,Action-Simulation,True,Activision,True,85,1.78,16.95,X360,T,True,2008
Animal Crossing: City Folk,True,1,True,True,Simulation,True,Nintendo,True,73,1.78,29.95,Nintendo Wii,T,True,2008
Madden NFL 09,True,4,True,True,Sports,True,EA,True,85,1.66,14.95,PlayStation 3,E,True,2008
LEGO Batman: The Videogame,True,2,True,True,Action,True,,True,76,1.64,14.95,X360,T,True,2008
Tom Clancy's Rainbow Six: Vegas 2,True,2,True,True,Action,True,Ubisoft,True,82,1.61,16.95,X360,M,True,2008
Kirby Super Star Ultra,True,1,True,True,Action,True,Nintendo,True,76,1.6,24.95,Nintendo DS,M,True,2008
Star Wars: The Force Unleashed,True,1,True,True,Action,True,,True,73,1.59,16.95,X360,T,True,2008
God of War: Chains of Olympus,True,1,True,True,Action,True,Sony,True,91,1.54,17.95,Sony PSP,T,True,2008
Fallout 3,True,1,True,True,Action-Role-Playing (RPG),True,,True,90,1.48,17.95,PlayStation 3,M,True,2008
Pure,True,1,True,True,Racing / Driving-Sports,True,Disney,True,85,1.43,12.95,X360,T,True,2008
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,,True,78,1.42,16.95,Nintendo Wii,E,True,2008
Rock Band,True,2,True,True,Action-Simulation,True,,True,92,1.4,17.95,Nintendo Wii,T,True,2008
LEGO Batman: The Videogame,True,1,True,True,Action-Racing / Driving,True,,True,72,1.39,17.95,Nintendo DS,T,True,2008
Saints Row 2,True,1,True,True,Action-Racing / Driving,True,THQ,True,81,1.39,17.95,X360,E,True,2008
LEGO Batman: The Videogame,True,2,True,True,Action,True,,True,74,1.32,17.95,Nintendo Wii,E,True,2008
Call of Duty: World at War,True,2,True,True,Action,True,Activision,True,83,1.17,29.95,Nintendo Wii,M,True,2008
Midnight Club: Los Angeles,True,1,True,True,Racing / Driving,True,Rockstar,True,81,1.15,22.95,X360,E,True,2008
Mortal Kombat vs. DC Universe,True,2,True,True,Action,True,Midway,True,76,1.13,24.95,PlayStation 3,E,True,2008
Army of Two,True,2,True,True,Action,True,EA,True,72,1.12,16.95,X360,T,True,2008
Resistance 2,True,2,True,True,Action,True,Sony,True,87,1.11,24.95,PlayStation 3,E,True,2008
Rock Band 2,True,1,True,True,Action-Simulation,True,,True,91,1.11,24.95,PlayStation 3,E,True,2008
Midnight Club: Los Angeles,True,1,True,True,Racing / Driving,True,Rockstar,True,82,1.09,22.95,PlayStation 3,M,True,2008
Sonic Unleashed,True,1,True,True,Action,True,Sega,True,66,1.09,17.95,Nintendo Wii,E,True,2008
NBA 2K9 ,True,1,True,True,Sports,True,2K,True,84,1.07,12.95,X360,E,True,2008
Guitar Hero: World Tour,True,4,True,True,Action-Simulation,True,Activision,True,84,1.04,17.95,PlayStation 3,E,True,2008
Guitar Hero: Aerosmith,True,1,True,True,Action-Simulation,True,Activision,True,73,1.03,14.95,Nintendo Wii,E,True,2008
Star Wars: The Force Unleashed,True,2,True,True,Action,True,,True,71,1.01,14.95,Nintendo Wii,E,True,2008
Burnout Paradise,True,1,True,True,Action-Racing / Driving,True,EA,True,87,1.01,17.95,PlayStation 3,T,True,2008
Pokmon Ranger: Shadows of Almia,True,1,True,True,Action-Role-Playing (RPG),True,Nintendo,True,68,0.99,24.95,Nintendo DS,T,True,2008
Mortal Kombat vs. DC Universe,True,2,True,True,Action,True,Midway,True,72,0.98,24.95,X360,M,True,2008
Dead Space,True,1,True,True,Action,True,EA,True,88,0.96,17.95,PlayStation 3,M,True,2008
Shaun White Snowboarding: Road Trip,True,1,True,True,Sports,True,Ubisoft,True,78,0.95,14.95,Nintendo Wii,E,True,2008
Star Wars: The Force Unleashed,True,1,True,True,Action,True,,True,71,0.92,17.95,PlayStation 3,E,True,2008
Guitar Hero: Aerosmith,True,2,True,True,Action-Simulation,True,Activision,True,70,0.91,9.95,X360,E,True,2008
SOCOM: U.S. Navy SEALs - Confrontation,True,1,True,True,Action,True,Sony,True,63,0.91,16.95,PlayStation 3,E,True,2008
SoulCalibur IV,True,2,True,True,Action,True,Namco,True,85,0.87,19.95,X360,E,True,2008
Battlefield: Bad Company,True,1,True,True,Action,True,EA,True,83,0.83,16.95,X360,E,True,2008
Saints Row 2,True,1,True,True,Action-Racing / Driving,True,THQ,True,82,0.81,17.95,PlayStation 3,M,True,2008
Guitar Hero: On Tour - Decades,True,1,True,True,Action-Simulation,True,Activision,True,72,0.8,17.95,Nintendo DS,T,True,2008
Devil May Cry 4,True,1,True,True,Action,True,Capcom,True,84,0.8,17.95,X360,T,True,2008
Mystery Case Files: MillionHeir,True,1,True,True,Adventure,True,Nintendo,True,65,0.76,17.95,Nintendo DS,T,True,2008
Battlefield: Bad Company,True,1,True,True,Action,True,EA,True,84,0.76,17.95,PlayStation 3,T,True,2008
Army of Two,True,2,True,True,Action,True,EA,True,74,0.75,16.95,PlayStation 3,T,True,2008
Rayman Raving Rabbids TV Party,True,4,True,True,Action-Racing / Driving-Sports-Strategy,True,Ubisoft,True,73,0.74,17.95,Nintendo Wii,T,True,2008
The House of the Dead 2 & 3 Return,True,2,True,True,Action,True,Sega,True,66,0.74,17.95,Nintendo Wii,M,True,2008
Far Cry 2,True,1,True,True,Action,True,Ubisoft,True,85,0.73,19.95,X360,T,True,2008
Boom Blox,True,4,True,True,Action-Strategy,True,EA,True,85,0.72,24.95,Nintendo Wii,T,True,2008
Spore Creatures,True,1,True,True,Adventure-Simulation,True,EA,True,65,0.7,14.95,Nintendo DS,T,True,2008
Madden NFL 09,True,4,True,True,Sports,True,EA,True,68,0.68,14.95,Sony PSP,T,True,2008
NCAA Football 09,True,4,True,True,Sports,True,EA,True,83,0.68,14.95,X360,T,True,2008
MLB 08: The Show,True,2,True,True,Sports,True,Sony,True,85,0.67,12.95,PlayStation 3,E,True,2008
Tom Clancy's Rainbow Six: Vegas 2,True,2,True,True,Action,True,Ubisoft,True,81,0.67,24.95,PlayStation 3,E,True,2008
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,0.66,14.95,X360,E,True,2008
Need for Speed: Undercover,True,1,True,True,Racing / Driving,True,EA,True,64,0.66,17.95,X360,E,True,2008
Guitar Hero: Aerosmith,True,2,True,True,Action-Simulation,True,Activision,True,70,0.65,14.95,PlayStation 3,M,True,2008
Harvest Moon: Tree of Tranquility,True,1,True,True,Role-Playing (RPG)-Simulation,True,,True,65,0.62,34.95,Nintendo Wii,M,True,2008
Star Wars: The Clone Wars - Jedi Alliance,True,1,True,True,Action-Adventure,True,,True,68,0.6,17.95,Nintendo DS,T,True,2008
Need for Speed: Undercover,True,1,True,True,Racing / Driving,True,EA,True,59,0.59,17.95,PlayStation 3,E,True,2008
Wario Land: Shake It!,True,1,True,True,Action,True,Nintendo,True,78,0.59,19.95,Nintendo Wii,T,True,2008
NBA 2K9,True,7,True,True,Sports,True,2K,True,82,0.58,14.95,PlayStation 3,E,True,2008
Major League Baseball 2K9,True,1,True,True,Sports,True,2K,True,64,0.58,14.95,X360,E,True,2008
NCAA Football 09,True,4,True,True,Sports,True,EA,True,81,0.56,14.95,PlayStation 3,E,True,2008
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,71,0.56,17.95,Nintendo DS,E,True,2008
Devil May Cry 4,True,1,True,True,Action,True,Capcom,True,84,0.56,19.95,PlayStation 3,T,True,2008
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,77,0.56,16.95,X360,E,True,2008
LEGO Batman: The Videogame,True,1,True,True,Action,True,,True,73,0.54,17.95,Sony PSP,M,True,2008
BioShock,True,1,True,True,Action,True,2K,True,94,0.53,17.95,PlayStation 3,E,True,2008
Bully: Scholarship Edition,True,1,True,True,Action-Adventure,True,Rockstar,True,80,0.53,17.95,X360,T,True,2008
Prince of Persia,True,1,True,True,Action,True,Ubisoft,True,81,0.53,16.95,X360,T,True,2008
Kung Fu Panda,True,4,True,True,Action,True,Activision,True,70,0.52,16.95,Nintendo Wii,E,True,2008
Sonic Chronicles: The Dark Brotherhood,True,1,True,True,Action-Role-Playing (RPG),True,Sega,True,74,0.52,17.95,Nintendo DS,E,True,2008
Chrono Trigger,True,2,True,True,Role-Playing (RPG),True,SquareEnix,True,92,0.51,17.95,Nintendo DS,T,True,2008
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,76,0.51,17.95,X360,E,True,2008
skate it,True,4,True,True,Action-Sports,True,EA,True,70,0.5,39.95,Nintendo Wii,T,True,2008
The Legendary Starfy,True,1,True,True,Action-Adventure,True,Nintendo,True,75,0.5,24.95,Nintendo DS,E,True,2008
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,0.5,14.95,X360,T,True,2008
Haze,True,2,True,True,Action,True,Ubisoft,True,55,0.49,12.95,PlayStation 3,T,True,2008
Dissidia: Final Fantasy,True,1,True,True,Action-Role-Playing (RPG),True,SquareEnix,True,79,0.49,17.95,Sony PSP,T,True,2008
Sid Meier's Civilization: Revolution,True,1,True,True,Strategy,True,2K,True,84,0.49,24.95,X360,T,True,2008
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.48,17.95,Nintendo Wii,E,True,2008
Prince of Persia,True,1,True,True,Action,True,Ubisoft,True,85,0.48,17.95,PlayStation 3,T,True,2008
NHL 09 ,True,1,True,True,Sports,True,EA,True,88,0.48,14.95,X360,E,True,2008
Brothers in Arms: Hell's Highway,True,1,True,True,Action,True,Ubisoft,True,76,0.47,17.95,X360,E,True,2008
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,60,0.47,14.95,X360,T,True,2008
Turok,True,1,True,True,Action,True,,True,69,0.47,14.95,X360,E,True,2008
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.46,16.95,Sony PSP,E,True,2008
De Blob,True,4,True,True,Action,True,THQ,True,82,0.45,16.95,Nintendo Wii,M,True,2008
Sonic Riders: Zero Gravity,True,4,True,True,Racing / Driving,True,Sega,True,56,0.45,16.95,Nintendo Wii,T,True,2008
Rhythm Heaven,True,1,True,True,Action,True,Nintendo,True,83,0.45,24.95,Nintendo DS,T,True,2008
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,75,0.44,17.95,PlayStation 3,T,True,2008
Advance Wars: Days of Ruin,True,4,True,True,Strategy,True,Nintendo,True,86,0.43,17.95,Nintendo DS,E,True,2008
LEGO Batman: The Videogame,True,2,True,True,Action,True,,True,75,0.43,17.95,PlayStation 3,E,True,2008
Far Cry 2,True,1,True,True,Action,True,Ubisoft,True,85,0.43,19.95,PlayStation 3,T,True,2008
Brothers in Arms: Hell's Highway,True,1,True,True,Action,True,Ubisoft,True,76,0.42,19.95,PlayStation 3,T,True,2008
Sonic Unleashed,True,1,True,True,Action-Adventure,True,Sega,True,54,0.42,17.95,PlayStation 3,T,True,2008
Pinball Hall of Fame: The Williams Collection,True,1,True,True,Simulation,True,,True,82,0.41,17.95,Nintendo Wii,T,True,2008
Sonic Unleashed,True,1,True,True,Action-Adventure,True,Sega,True,60,0.41,17.95,X360,E,True,2008
Samba de Amigo,True,2,True,True,Action,True,Sega,True,68,0.4,12.95,Nintendo Wii,T,True,2008
?kami,True,1,True,True,Action,True,Capcom,True,90,0.39,17.95,Nintendo Wii,M,True,2008
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,,True,77,0.38,17.95,PlayStation 3,E,True,2008
MotorStorm: Pacific Rift,True,4,True,True,Action-Racing / Driving-Sports,True,Sony,True,82,0.37,29.95,PlayStation 3,T,True,2008
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,84,0.37,19.95,X360,E,True,2008
SimCity Creator,True,1,True,True,Simulation,True,EA,True,67,0.37,24.95,Nintendo Wii,E,True,2008
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,82,0.36,19.95,PlayStation 3,E,True,2008
Pure,True,1,True,True,Racing / Driving-Sports,True,Disney,True,83,0.36,17.95,PlayStation 3,M,True,2008
Turok,True,1,True,True,Action,True,,True,67,0.36,16.95,PlayStation 3,M,True,2008
Crash: Mind over Mutant,True,1,True,True,Action,True,,True,70,0.36,17.95,Nintendo Wii,E,True,2008
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,68,0.36,19.95,X360,E,True,2008
Frontlines: Fuel of War,True,1,True,True,Action,True,THQ,True,75,0.35,14.95,X360,M,True,2008
Too Human,True,1,True,True,Action-Role-Playing (RPG),True,Microsoft,True,65,0.35,14.95,X360,T,True,2008
Speed Racer: The Videogame,True,2,True,True,Racing / Driving,True,,True,69,0.34,16.95,Nintendo Wii,M,True,2008
LEGO Indiana Jones: The Original Adventures,True,1,True,True,Action,True,,True,76,0.34,17.95,Sony PSP,E,True,2008
SEGA Bass Fishing,True,1,True,True,Sports,True,Sega,True,59,0.34,17.95,Nintendo Wii,E,True,2008
The Chronicles of Narnia: Prince Caspian,True,2,True,True,Action-Role-Playing (RPG),True,Disney,True,63,0.33,16.95,Nintendo Wii,M,True,2008
Iron Man,True,1,True,True,Action,True,Sega,True,56,0.33,14.95,Nintendo DS,M,True,2008
The Sims 2: Apartment Pets,True,1,True,True,Simulation,True,EA,True,50,0.33,17.95,Nintendo DS,M,True,2008
MLB 08: The Show,True,1,True,True,Sports,True,Sony,True,83,0.33,14.95,Sony PSP,M,True,2008
Iron Man,True,1,True,True,Action,True,Sega,True,42,0.33,17.95,PlayStation 3,T,True,2008
Madagascar: Escape 2 Africa,True,1,True,True,Action-Adventure,True,Activision,True,55,0.32,17.95,Nintendo DS,T,True,2008
NHL 09,True,1,True,True,Sports,True,EA,True,88,0.31,19.95,PlayStation 3,M,True,2008
Banjo-Kazooie: Nuts & Bolts,True,1,True,True,Action-Adventure-Racing / Driving-Sports,True,Microsoft,True,79,0.31,17.95,X360,E,True,2008
Hot Shots Golf: Out of Bounds,True,4,True,True,Sports,True,Sony,True,81,0.3,34.95,PlayStation 3,T,True,2008
Rune Factory 2: A Fantasy Harvest Moon,True,1,True,True,Action-Role-Playing (RPG)-Simulation,True,,True,79,0.3,17.95,Nintendo DS,T,True,2008
SimCity Creator,True,1,True,True,Simulation,True,EA,True,69,0.3,17.95,Nintendo DS,M,True,2008
Patapon,True,1,True,True,Action-Strategy,True,Sony,True,86,0.3,17.95,Sony PSP,T,True,2008
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,63,0.3,15.95,PlayStation 3,T,True,2008
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.3,17.95,Nintendo Wii,T,True,2008
Sega Superstars Tennis,True,1,True,True,Sports,True,Sega,True,65,0.29,14.95,Nintendo DS,T,True,2008
Lost Planet: Extreme Condition,True,1,True,True,Action,True,Capcom,True,67,0.29,16.95,PlayStation 3,T,True,2008
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,0.29,14.95,PlayStation 3,T,True,2008
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,46,0.29,16.95,Nintendo Wii,T,True,2008
Condemned 2: Bloodshot,True,1,True,True,Action-Adventure,True,Sega,True,80,0.29,14.95,X360,T,True,2008
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,71,0.28,12.95,Nintendo Wii,E,True,2008
Speed Racer: The Videogame,True,1,True,True,Racing / Driving,True,,True,75,0.28,17.95,Nintendo DS,M,True,2008
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,76,0.28,17.95,PlayStation 3,M,True,2008
Iron Man,True,1,True,True,Action,True,Sega,True,45,0.28,17.95,X360,M,True,2008
Need for Speed: Undercover,True,4,True,True,Racing / Driving,True,EA,True,54,0.27,27.95,Nintendo Wii,E,True,2008
Wall-E,True,4,True,True,Action,True,THQ,True,50,0.27,14.95,X360,E,True,2008
Spectrobes: Beyond the Portals,True,1,True,True,Action-Role-Playing (RPG),True,Disney,True,70,0.27,11.95,Nintendo DS,M,True,2008
MX vs. ATV Untamed,True,1,True,True,Educational,True,Ubisoft,True,59,0.27,16.95,Sony PSP,T,True,2008
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,0.27,15.95,PlayStation 3,E,True,2008
Infinite Undiscovery,True,1,True,True,Action-Role-Playing (RPG),True,SquareEnix,True,68,0.27,17.95,X360,T,True,2008
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,62,0.26,14.95,X360,M,True,2008
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,69,0.26,14.95,X360,T,True,2008
Tales of Vesperia,True,1,True,True,Adventure-Role-Playing (RPG),True,Namco,True,79,0.25,27.95,X360,M,True,2008
SingStar ABBA,True,8,True,True,Action,True,Sony,True,70,0.24,17.95,PlayStation 3,T,True,2008
Apollo Justice: Ace Attorney,True,1,True,True,Adventure-Simulation,True,Capcom,True,78,0.24,24.95,Nintendo DS,T,True,2008
Castlevania: Order of Ecclesia,True,1,True,True,Action-Adventure-Role-Playing (RPG),True,Konami,True,85,0.24,24.95,Nintendo DS,T,True,2008
Mega Man Star Force 2: Zerker X Ninja,True,1,True,True,Action-Role-Playing (RPG),True,Capcom,True,55,0.24,17.95,Nintendo DS,T,True,2008
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,60,0.24,16.95,PlayStation 3,T,True,2008
Namco Museum: Virtual Arcade,True,1,True,True,Action-Racing / Driving,True,Namco,True,63,0.24,17.95,X360,T,True,2008
NASCAR 09,True,1,True,True,Racing / Driving-Sports,True,EA,True,69,0.24,19.95,X360,T,True,2008
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,43,0.24,7.95,X360,M,True,2008
Summer Athletics 2009,True,4,True,True,Sports,True,,True,56,0.23,19.95,Nintendo Wii,M,True,2008
Unreal Tournament III,True,2,True,True,Action,True,Midway,True,82,0.23,14.95,X360,M,True,2008
Shaun White Snowboarding,True,1,True,True,Racing / Driving-Sports,True,Ubisoft,True,63,0.23,16.95,Nintendo DS,T,True,2008
Dark Sector,True,1,True,True,Action,True,,True,72,0.23,14.95,PlayStation 3,T,True,2008
The Last Remnant,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,66,0.23,14.95,X360,T,True,2008
NASCAR 09,True,1,True,True,Racing / Driving-Sports,True,EA,True,65,0.22,22.95,PlayStation 3,E,True,2008
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,42,0.22,7.95,PlayStation 3,T,True,2008
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,70,0.22,24.95,Nintendo Wii,E,True,2008
Crash: Mind over Mutant,True,1,True,True,Action,True,,True,60,0.22,24.95,X360,M,True,2008
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.22,17.95,X360,E,True,2008
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,70,0.22,17.95,X360,T,True,2008
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,64,0.21,12.95,PlayStation 3,M,True,2008
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.21,16.95,PlayStation 3,T,True,2008
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,76,0.21,19.95,PlayStation 3,M,True,2008
Dark Sector,True,1,True,True,Action,True,,True,72,0.21,13.95,X360,M,True,2008
Tales of Symphonia: Dawn of the New World,True,4,True,True,Role-Playing (RPG),True,Namco,True,68,0.2,24.95,Nintendo Wii,T,True,2008
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,67,0.2,24.95,PlayStation 3,E,True,2008
TV Show King,True,4,True,True,Strategy,True,,True,65,0.19,17.95,Nintendo Wii,T,True,2008
AC/DC Live: Rock Band - Track Pack,True,4,True,True,Action-Simulation,True,,True,63,0.19,14.95,X360,M,True,2008
